trigram phrase,frequency
tens of millions,14
handful of wealthy,14
over the next,14
median family income,14
the citizens united,14
into the worst,14
i have a,14
into the middle,14
more and more,14
people young people,14
issues facing our,14
of the new,14
you don't have,14
for people to,14
human activity and,14
already own much,14
a few of,14
world for prescription,14
it was in,14
need to have,14
the world to,14
to help the,14
of all new,14
but let me,14
you know the,14
to know that,14
of months ago,14
can't afford to,14
this country today,14
this election cycle,14
democracy is not,14
institutions in this,14
people and not,14
to create an,14
in the state,14
health insurance and,14
in a nation,14
they don't have,14
i am the,14
a college education,14
win this election,14
want to be,14
much of the,14
to send their,14
almost any major,14
the worst economic,14
get a college,14
has been a,14
to raise the,14
for work and,14
you know when,14
that the american,14
is close to,14
that it was,14
that when we,14
around the country,14
send their kids,14
is the issue,14
we are talking,14
the top 1,14
to take on,14
many people in,14
it means that,14
time since the,14
transform our energy,14
to do in,14
right to vote,14
we are seeing,14
sixty three percent,14
58 percent of,14
people didn't vote,14
do not want,14
is that when,14
it is too,14
you the opportunity,14
we've got a,14
this country are,14
of the affordable,14
the largest corporations,14
the department of,14
of us not,14
in this election,14
out of jail,14
to cobble together,14
think it is,14
i have introduced,14
the middle east,14
thousands of people,14
president i will,14
i think the,14
this country people,14
a rigged economy,14
not guarantee health,14
chairman of the,14
and university in,14
handful of billionaires,14
american people understand,14
it is time,14
trillion dollar investment,14
to do with,14
want to do,14
want to work,14
all of that,14
they are trying,14
it is about,14
paying their fair,14
a very very,14
are working longer,14
for president of,14
they have no,14
and as a,14
this country the,14
highly competitive global,14
of income and,14
every worker in,14
voter turnout is,14
planet in a,14
billions and billions,14
part of the,14
fifty years ago,14
and medical leave,14
let me also,14
every public college,14
that is exactly,14
this country when,14
supreme court will,14
unemployment and underemployment,14
on top of,14
it's not just,14
can do it,14
economic and political,14
lot of money,14
because of the,14
and in the,14
has to be,14
and what i,14
run for office,14
does not have,14
and around the,14
this country has,14
the industrialized world,14
working class families,14
is to make,14
if we were,14
that all of,14
tax breaks for,14
and i think,14
a higher education,14
to the wealthiest,14
best educated workforce,14
on street corners,12
the major issues,12
country people are,12
and the other,12
mom and dad,12
have to understand,12
it is worse,12
workforce in the,12
us not just,12
are a lot,12
not have to,12
modern history of,12
and i know,12
this country in,12
worst economic downturn,12
end of this,12
forty percent of,12
time it is,12
put millions of,12
not what the,12
democratic or republican,12
being able to,12
economics it is,12
a highly competitive,12
interest rates on,12
earth and it,12
a situation where,12
devastating problems in,12
the last forty,12
when they are,12
of bright young,12
koch brothers and,12
tell you how,12
got to do,12
is prepared to,12
all of their,12
country and the,12
give you an,12
need to be,12
me be as,12
wealthiest nation in,12
they are not,12
in the modern,12
last forty years,12
grotesque level of,12
is a huge,12
not acceptable to,12
of america is,12
of african american,12
with china and,12
is not democracy,12
families lack the,12
do is to,12
have no health,12
what goes on,12
out because they,12
nation in the,12
leave this planet,12
fossil fuel industry,12
to feed their,12
to a living,12
and we must,12
not acceptable that,12
from the bottom,12
people who want,12
of high school,12
country and around,12
there will be,12
the people on,12
lot of people,12
change is caused,12
health care for,12
you go to,12
i know that,12
to understand that,12
american political system,12
to do a,12
paid family and,12
get out of,12
what they said,12
that we live,12
is a very,12
habitable for our,12
if you include,12
at any time,12
the american political,12
what the american,12
to end the,12
of working people,12
the government of,12
and the fact,12
no matter their,12
that no president,12
the house and,12
billionaire class and,12
the world the,12
demanded a candidate,12
if they were,12
working families of,12
federal jobs program,12
corrupted and the,12
was able to,12
you're going to,12
top of that,12
is worse today,12
earth does not,12
want to make,12
health care is,12
that when people,12
who put their,12
should be doing,12
health care system,12
is what i,12
that we cannot,12
i don't think,12
if you can,12
that it is,12
on earth does,12
educated workforce in,12
have so much,12
people of color,12
united states supreme,12
every person in,12
the state of,12
spend more money,12
debate is over,12
i think it,12
trying to get,12
normal trade relations,12
were too big,12
just a few,12
all people as,12
bring people together,12
make the rich,12
means is that,12
it into the,12
i don't have,12
families and the,12
huge tax breaks,12
greed and recklessness,12
nation in which,12
level of income,12
and sustainable energy,12
disastrous supreme court,12
15 an hour,12
the democratic party,12
a candidate who,12
jobs and education,12
the courage to,12
earth that does,12
i think we,12
we all know,12
can no longer,12
will fight for,12
worker in america,12
the modern history,12
think about the,12
of student debt,12
have seen a,12
whole lot of,12
this planet in,12
a family value,12
we come together,12
got to change,12
in a highly,12
of dollars in,12
that as a,12
to working families,12
country it is,12
the debate is,12
help the middle,12
it really is,12
refinance your home,12
of american democracy,12
thousand dollars in,12
the entire world,12
were in the,12
than at any,12
everything that i,12
states supreme court,12
here in the,12
to go out,12
afford to send,12
very rich and,12
that i was,12
you know in,12
low income people,12
the rich richer,12
you will be,12
loud and clear,12
for us to,12
country that is,12
a year in,12
and what they,12
deal with the,12
turns out that,12
more extreme weather,12
is about that,12
to work full,12
the kind of,12
you are not,12
how we can,12
kids in the,12
is not fair,12
you already know,12
scientific community is,12
be proud of,12
family in america,12
problems that we,12
extreme weather disturbances,12
pay for it,12
don't have to,12
money in the,12
continue to have,12
not talking about,12
provide health care,12
the same old,12
leave the world,12
a starvation wage,12
we can live,12
and i quote,12
today in the,12
for one reason,12
foundations of american,12
go to work,12
to the united,12
and when you,12
going to create,12
is the reality,12
democracy is about,12
it to the,12
brooklyn new york,12
crumbling infrastructure and,12
we need the,12
the bottom line,12
good paying jobs,12
of all people,12
federal minimum wage,12
of americans are,12
every state in,12
needs to be,12
able to buy,12
what that means,12
the great middle,12
and everyone else,12
in the senate,12
bush left office,12
in south carolina,12
not a privilege,12
the and when,12
percent of african,12
and the middle,12
make it into,12
i grew up,12
children in america,12
the democratic or,12
middle class is,10
the foundations of,10
now it is,10
the university of,10
our economy is,10
the disastrous supreme,10
will vote to,10
we also have,10
going to change,10
millions and millions,10
it turns out,10
that there are,10
thousands of volunteers,10
and together we,10
to pay for,10
is to have,10
take this opportunity,10
too late for,10
the great moral,10
of the income,10
dropped out of,10
all the people,10
they need to,10
families in this,10
was in 1999,10
time when they,10
economic downturn since,10
of climate change,10
as much wealth,10
is the most,10
to participate in,10
78 cents on,10
been married for,10
to the supreme,10
we make it,10
is exactly what,10
up to me,10
the federal reserve,10
america is supposed,10
in many cases,10
last thirty years,10
we must be,10
going to raise,10
have a super,10
much wealth as,10
to try to,10
and i hope,10
country and i,10
going to end,10
people and that,10
living in the,10
all know that,10
percent interest rates,10
came up to,10
believe that we,10
mayor of burlington,10
be held accountable,10
unanimous climate change,10
it is unsustainable,10
not one of,10
be shocked to,10
the bottom of,10
our time and,10
american democracy and,10
up and tell,10
well we have,10
last two years,10
i was a,10
millions of working,10
the things that,10
when they want,10
of youth unemployment,10
rich richer and,10
education and jobs,10
what the republican,10
that i am,10
start paying their,10
bright young people,10
of almost any,10
promise to you,10
to buy the,10
that you have,10
something that is,10
they were too,10
that if you,10
it and i,10
people of any,10
recent years we,10
cayman islands and,10
huge increase in,10
who do not,10
know that the,10
the nineteen thirties,10
this country not,10
about that is,10
there are many,10
history of our,10
our responsibilities as,10
it is an,10
states government and,10
time real unemployment,10
what democracy is,10
many thousands of,10
a baseball game,10
half of the,10
jobs program to,10
is that no,10
you already own,10
should be about,10
is what the,10
a great idea,10
over climate change,10
no matter what,10
many people who,10
member of the,10
not fair when,10
class and working,10
permanent normal trade,10
being the only,10
nations in the,10
i don't want,10
establishment politics and,10
up and fight,10
and the billionaire,10
across this country,10
and we will,10
this country as,10
seen a proliferation,10
millions of our,10
involved in the,10
that means is,10
i have to,10
thousand dollars a,10
able to control,10
that the government,10
get away with,10
there was a,10
say you know,10
to the political,10
the war in,10
here in new,10
a half million,10
is a right,10
to put their,10
part time when,10
which we have,10
three times more,10
to overturn citizens,10
almost twice as,10
not just in,10
know and that,10
we must address,10
let me conclude,10
let me take,10
to break up,10
working families in,10
talk about jobs,10
bring about the,10
we are also,10
government of our,10
need the best,10
for a moment,10
seven years ago,10
goes without saying,10
let me say,10
our backs on,10
people understand that,10
if they are,10
in transforming our,10
than they were,10
in a democratic,10
what it will,10
bottom line is,10
the gdp of,10
united states must,10
of millionaires and,10
up in jail,10
this country have,10
citizens united decision,10
in the country,10
those people who,10
our time it,10
as president of,10
when bush left,10
more rising sea,10
of their people,10
so what we,10
change is already,10
what the supreme,10
bailed them out,10
why i will,10
not have a,10
people have given,10
you can believe,10
in which the,10
is to create,10
own much of,10
responsibility to work,10
works for working,10
piece of paper,10
paying jobs and,10
and what that,10
and it was,10
don't have a,10
wealth as the,10
i was able,10
the american middle,10
living wage 15,10
unemployment in this,10
do that we,10
in poverty and,10
but this is,10
is a starvation,10
most of the,10
the fight against,10
world we have,10
wall street and,10
the world but,10
downturn since the,10
and there are,10
we can and,10
we had a,10
their families lack,10
have to be,10
all over our,10
out and get,10
every man woman,10
and we can,10
know in a,10
an issue that,10
got to end,10
major issues facing,10
proliferation of millionaires,10
about it and,10
former chairman of,10
able to go,10
the greed and,10
vote to overturn,10
and we were,10
know i think,10
trying to cobble,10
will not allow,10
millions of jobs,10
owns almost as,10
this country they,10
one third of,10
are too big,10
get the government,10
regardless of their,10
it is that,10
and child care,10
the issues that,10
well let me,10
do not get,10
we have not,10
in brooklyn new,10
join the rest,10
as president i,10
but i have,10
to stay home,10
poverty of almost,10
social security medicare,10
the wealthiest nation,10
million people in,10
of the entire,10
virtually unanimous climate,10
expand social security,10
that they are,10
may not know,10
prepared to stand,10
that is their,10
to bring people,10
is what we,10
but we have,10
and if you,10
talk about family,10
is not only,10
am talking about,10
to figure out,10
that today in,10
government out of,10
what i want,10
can't do it,10
piece of legislation,10
american people want,10
three percent of,10
of dollars to,10
hard to believe,10
you can refinance,10
no health insurance,10
trans pacific partnership,10
american middle class,10
our young people,10
that in this,10
of working families,10
of america and,10
shocked to know,10
about our responsibilities,10
cannot afford to,10
it seems to,10
voted against the,10
by a hundred,10
rebuild our crumbling,10
the scientific community,10
has been disappearing,10
more money in,10
is nothing that,10
every single day,10
have a lot,10
a corrupt campaign,10
that they will,10
i will tell,10
people are saying,10
we have been,10
married for 27,10
country where every,10
youth unemployment is,10
went to college,10
for all the,10
rebuilding our crumbling,10
problems in our,10
candidate who would,10
wall street the,10
regardless of the,10
the senate and,10
where we are,10
get a higher,10
there are a,10
view of family,10
and get a,10
people demanded a,10
state in this,10
to cut social,10
a country where,10
must be held,10
of the issues,10
be forced to,10
look at the,10
is virtually unanimous,10
of the industrialized,10
of the senate,10
and the american,10
that people can,10
lead the world,10
it is already,10
to defend us,10
citizens united case,10
because all of,10
dollars in debt,10
of any other,10
the fossil fuel,10
doing the same,10
up in a,10
young people to,10
i can be,10
real it is,10
let me begin,10
they wanted to,10
what is the,10
the future of,10
in the morning,10
fact that we,10
a working class,10
community is virtually,10
young people and,10
income is going,10
care is a,10
i'm going to,10
voted against nafta,10
by the bottom,10
family values but,10
are saying to,10
and what the,10
their sexual orientation,10
not just talking,10
we know that,10
going to give,10
is real it,10
you are a,10
introduced legislation and,10
my state of,10
79 cents on,10
eighty percent of,10
people of this,10
overturn citizens united,10
know that we,10
one of them,10
years ago and,10
on this issue,10
vast majority of,10
a number of,10
of the well,10
percent of young,10
when we make,10
wage to a,10
that we've got,10
what they mean,10
to health care,10
of wealthy campaign,10
people do not,10
america is the,10
tax breaks to,10
in a country,10
couple of months,10
i am talking,10
and we need,10
but i do,10
get a job,10
are unable to,10
of the economy,10
going to have,10
i will never,10
to do and,10
do we need,10
little bit about,10
the last two,10
at this point,10
well you know,10
and i was,10
billion dollars a,10
you an example,10
because they were,8
i don't believe,8
big money interests,8
free when they,8
great moral issue,8
back to the,8
to elect candidates,8
right of all,8
if you do,8
you all gonna,8
the last thirty,8
candidate in the,8
levels of student,8
for 27 years,8
to thank the,8
exactly what we,8
the largest city,8
a right of,8
will not have,8
all across this,8
is nothing more,8
countries around the,8
able to do,8
of your family,8
the way to,8
and the drug,8
three and a,8
our roads our,8
to be the,8
class and that,8
vermont and all,8
quality child care,8
of enormous consequence,8
be part of,8
to do something,8
throughout the world,8
campaign contributors and,8
country and that,8
works 40 hours,8
unemployment in america,8
and women in,8
say that we,8
percent african american,8
of african americans,8
on the ground,8
families of this,8
it's not only,8
of dollars a,8
in america but,8
health care costs,8
is bad economics,8
in his pocket,8
and make sure,8
three jobs trying,8
understand that if,8
big not small,8
america and i,8
and fight for,8
to 15 an,8
you know you,8
what i will,8
united states today,8
nation but i,8
billion dollars over,8
order to get,8
family values is,8
say a word,8
their own bodies,8
hundred and thirty,8
our people are,8
months ago we,8
family and that,8
in america go,8
35 million americans,8
that we want,8
are tired of,8
president can do,8
time when the,8
going to pay,8
as human beings,8
this great country,8
than any candidate,8
what has to,8
if you were,8
of you are,8
throughout our country,8
in the year,8
gains of the,8
the important issues,8
participate in the,8
black and latino,8
the power of,8
to change that,8
the political establishment,8
my wife jane,8
but we all,8
ten year period,8
vote eighty percent,8
it in a,8
no president can,8
bad economics it,8
system in which,8
america today we,8
african american men,8
of the disastrous,8
that position unless,8
foster care youth,8
all kinds of,8
unfair to those,8
two or three,8
we are so,8
hold a fundraiser,8
do in my,8
able to run,8
a political movement,8
guys already own,8
as much per,8
truth is that,8
sure that every,8
have the courage,8
the envy of,8
very long time,8
is unsustainable and,8
in fact be,8
you include those,8
million people living,8
same old same,8
in a very,8
to leave this,8
worried about their,8
america we have,8
the former chairman,8
turnout is low,8
that is habitable,8
fact be able,8
well as a,8
the matter is,8
new york city,8
extremism when you,8
for people who,8
stand together and,8
we can make,8
rich get richer,8
you as a,8
we are all,8
if you study,8
and working families,8
people in our,8
the opposition to,8
their life savings,8
the ages of,8
been totally corrupted,8
this country was,8
wall street in,8
be as blunt,8
more are underinsured,8
clear that he,8
to hold a,8
going to get,8
how do we,8
that for the,8
introduced legislation to,8
protect the working,8
class and the,8
other tax havens,8
cannot have it,8
for many many,8
for low income,8
and establishment economics,8
the right of,8
country when we,8
qualified young people,8
the most vulnerable,8
make this country,8
a candidate for,8
the international embarrassment,8
to get out,8
of the business,8
this country there,8
to run for,8
of the day,8
man woman and,8
of the matter,8
many people have,8
will get that,8
election when we,8
two thirds of,8
the very very,8
they're going to,8
i am not,8
include those people,8
the most significant,8
will be a,8
has been totally,8
richer and everybody,8
go to jail,8
you can do,8
helped lead the,8
tired of establishment,8
more than one,8
is in the,8
united states i,8
politics and establishment,8
position unless he,8
conclude by saying,8
when you see,8
sisters should not,8
of the vote,8
but i believe,8
i didn't know,8
and many more,8
her own body,8
behavior of wall,8
the ceos of,8
nothing that we,8
comprehensive immigration reform,8
to college and,8
i wanted to,8
people on the,8
and people with,8
this country but,8
working people and,8
we have so,8
that if we,8
out of prison,8
which has more,8
or she will,8
be living in,8
well that is,8
proud to tell,8
the political revolution,8
and thirty million,8
and the foundations,8
democracy that is,8
take care of,8
of the things,8
can tell you,8
the reason i,8
have hundreds of,8
the ranking member,8
looking at a,8
and we're going,8
the political and,8
last 40 years,8
went to jail,8
can refinance your,8
big to exist,8
that that is,8
responsibilities as human,8
is gonna be,8
incredibly long hours,8
to purchase the,8
who came to,8
every child in,8
to tell me,8
a decent job,8
bank of america,8
this opportunity to,8
and the largest,8
going to college,8
the federal level,8
it is my,8
result of citizens,8
relations with china,8
do not believe,8
many other countries,8
we don't talk,8
by saying this,8
so that people,8
in jails and,8
do with the,8
that so many,8
how many people,8
you guys already,8
path toward citizenship,8
can't go to,8
unless he or,8
our republican friends,8
of a few,8
of the major,8
by far the,8
in a small,8
one reason and,8
not be living,8
to college but,8
of this century,8
that is more,8
we must create,8
i was not,8
we are tired,8
say to the,8
which we are,8
got to understand,8
to energy efficiency,8
what they need,8
drop out of,8
in education and,8
acceptable to me,8
gay brothers and,8
over our country,8
will continue to,8
wall street to,8
who are undocumented,8
will in fact,8
and i do,8
forty or fifty,8
our people and,8
about the changes,8
now we're going,8
millions of young,8
working families not,8
care act has,8
by the end,8
you all know,8
want us to,8
our act together,8
a democratic society,8
control her own,8
we have in,8
the average contribution,8
that every person,8
ages of 17,8
political revolution in,8
must not be,8
kids real unemployment,8
an african american,8
totally corrupted and,8
we're trying to,8
americans are working,8
you tell me,8
more than i,8
will make the,8
they are working,8
lost their life,8
you to think,8
but i will,8
that people are,8
family values what,8
rather than jails,8
two thousand and,8
social security benefits,8
we bailed them,8
because when we,8
little bit different,8
every major country,8
any candidate in,8
than it was,8
wall street corporate,8
is the fact,8
not democracy that,8
too many people,8
either the democratic,8
of vermont and,8
work longer hours,8
that we will,8
only for his,8
back into the,8
it is to,8
this country should,8
close to 11,8
are hundreds of,8
i do believe,8
the time for,8
when we need,8
that in america,8
of working class,8
america and the,8
moral issue of,8
going to substantially,8
you have to,8
of the federal,8
have been married,8
truly free when,8
would like to,8
the needs of,8
of 17 and,8
since the nineteen,8
was born in,8
is an issue,8
of millions and,8
say that is,8
the real issues,8
late for establishment,8
the trans pacific,8
of the community,8
bailed out wall,8
millions of workers,8
and illegal behavior,8
applause my friends,8
me give you,8
that is healthy,8
largest city in,8
their lives to,8
the illegal behavior,8
a proliferation of,8
in america are,8
bringing people together,8
contributions than any,8
and here is,8
million americans this,8
and the illegal,8
to be that,8
should be able,8
family income is,8
and clearly that,8
born in america,8
get that position,8
people lost their,8
having more people,8
republican governors and,8
i believe in,8
they will in,8
they understand that,8
five and a,8
two hundred billion,8
message to the,8
we are the,8
as well and,8
stated and i,8
sense to me,8
the good news,8
that's not what,8
know that there,8
when we come,8
jobs trying to,8
infrastructure our roads,8
to rebuild our,8
for young people,8
thousands of dollars,8
a tax break,8
out of high,8
disastrous citizens united,8
make it to,8
kids in this,8
we're gonna be,8
his or her,8
we still have,8
the reason they,8
throughout this country,8
economic establishment of,8
the most powerful,8
we all understand,8
full time real,8
middle class family,8
it has been,8
seven million people,8
grew up in,8
we want your,8
there is one,8
what i mean,8
in the first,8
thirty million americans,8
are having a,8
we must work,8
go hungry you,8
our infrastructure our,8
income inequality is,8
you study hard,8
low wages and,8
they know that,8
you may know,8
the gap between,8
to the university,8
now we are,8
bottom of my,8
you are looking,8
this nation but,8
will need to,8
and the gap,8
to come together,8
do that and,8
to vote and,8
if we stand,8
more money than,8
activity and it,8
and economic establishment,8
to come up,8
than we were,8
are in jail,8
get police records,8
is creating a,8
they stood up,8
you can't get,8
going to take,8
makes no sense,8
do a lot,8
together in a,8
the new wealth,8
that i have,8
underinsured with large,8
is what this,8
the bottom half,8
defend this nation,8
once the envy,8
issues facing this,8
are looking at,8
some of you,8
don't talk about,8
in the hands,8
individual contributions than,8
second class citizens,8
is over climate,8
everybody else gets,8
political revolution is,8
i see a,8
not only for,8
you what you,8
industrialized world and,8
makes sense to,8
court will get,8
truth of the,8
jails and incarceration,8
to college for,8
people are in,8
of you may,8
way to go,8
it clear that,8
jobs to china,8
of citizens united,8
it is absolutely,8
them out because,8
going to provide,8
country once the,8
for the rich,8
what america is,8
we must not,8
breaks for billionaires,8
and mental health,8
thank all of,8
the last many,8
great depression and,8
african american and,8
get our act,8
is their families,8
and all of,8
it is caused,8
give you a,8
people on top,8
is a political,8
if they do,8
and many other,8
kids and seven,8
that health care,8
we say to,8
no president not,8
don't want to,8
their wealth increase,8
we can have,8
know that because,8
they are all,8
stand up to,8
have more income,8
as likely to,8
that we all,8
than any time,8
the young people,8
world to transform,8
people with disabilities,8
the budget committee,8
not only the,8
to make every,8
in the road,8
the income of,8
that he or,8
to work in,8
